id,text,true_intent,pred_intent,intent_correct,confidence,weak_by_conf,weak_intent_real,weak_slot_real,true_slots,pred_slots
test_48,Иртәгә Патрикны мәктәптән алырга минем искә төшерүдән алып бетер.,reminder/cancel_reminder,reminder/set_reminder,False,1.0,False,False,False,"{'datetime': 'Иртәгә', 'reminder/todo': 'Патрикны мәктәптән алырга', 'reference': 'минем'}","{'datetime': 'иртәгә', 'reminder/todo': 'Патрикны мәктәптән алырга минем искә төшерүдән алып бетер'}"
test_49,Миңа иртәгә шул ук вакытта табибка язылырга искә төшер,reminder/set_reminder,reminder/set_reminder,True,0.9914,False,False,False,"{'datetime': 'иртәгә шул ук вакытта', 'reminder/todo': 'табибка язылырга'}","{'datetime': 'миңа', 'recurring_datetime': 'тирәсендә', 'reminder/todo': 'язылырга'}"
test_50,Миңа аренданы түләргә искә төшер,reminder/set_reminder,alarm/modify_alarm,False,0.9417,False,False,False,{'reminder/todo': 'аренданы түләргә'},{'datetime': 'миңа аренданы'}
test_51,яңгыр кайчан бетәчәк?,weather/find,None,False,1.0,False,False,False,{'weather/attribute': 'яңгыр'},{}
test_52,будильникларны бетер,alarm/cancel_alarm,alarm/show_alarms,False,1.0,False,False,False,{},{}
test_53,Сишәмбе көнне миңа Стефанига шалтыратырга искә төшер,reminder/set_reminder,reminder/set_reminder,True,1.0,False,False,False,"{'datetime': 'Сишәмбе көнне', 'reminder/todo': 'Стефанига шалтыратырга'}","{'datetime': 'сишәмбе көнне', 'reminder/todo': 'миңа Стефанига шалтыратырга'}"
test_54,барлык минем уяткыч сәгатьләрне күрсәт,alarm/show_alarms,reminder/show_reminders,False,0.9883,False,False,False,{'reference': 'барлык минем'},"{'datetime': 'барлык', 'reference': 'минем уяткыч сәгатьләрне'}"
test_55,Бүген никадәр эссе булачак?,weather/find,SearchCreativeWork,False,0.9711,False,False,False,"{'datetime': 'Бүген', 'weather/attribute': 'эссе'}","{'datetime': 'büген', 'object_name': 'никадәр', 'object_type': 'эссе'}"
test_56,будильникны бүген кичке 5 куй,alarm/set_alarm,alarm/modify_alarm,False,0.9813,False,False,False,{'datetime': 'бүген кичке 5'},"{'reference': 'будильникны', 'datetime': 'бүген кичке 5'}"
test_57,21-енче августта көндез 3-тә табибка барырга искә төшер,reminder/set_reminder,reminder/set_reminder,True,0.9931,False,False,False,"{'datetime': '21-енче августта көндез 3-тә', 'reminder/todo': 'табибка барырга'}","{'datetime': '21-енче августта', 'recurring_datetime': 'көндез 3-тә', 'reminder/todo': 'барырга искә төшер'}"
test_58,көн саен иртәнге сәгать 7-дә дарулар эчәргә турында минем искә төшерүне бетер,reminder/cancel_reminder,reminder/set_reminder,False,0.9749,False,False,False,"{'recurring_datetime': 'көн саен иртәнге сәгать 7-дә', 'reminder/todo': 'дарулар эчәргә'}","{'datetime': 'көн саен', 'recurring_datetime': '7-дә дарулар эчәргә', 'reminder/todo': 'минем искә төшерүне бетер'}"
test_59,киләсе фараз яңгырны кайчан күрсәтә,weather/find,PlayMusic,False,0.9597,False,False,False,{'weather/attribute': 'яңгырны'},"{'music_item': 'киләсе', 'sort': 'фараз яңгыр'}"
test_60,Иртәгә иртә белән минем будильнигым нинди вакытка куелган?,alarm/show_alarms,alarm/show_alarms,True,0.9732,False,False,False,"{'datetime': 'Иртәгә иртә', 'reference': 'минем'}","{'datetime': 'иртәгә иртә', 'reference': 'будильнигым'}"
test_61,бүген кар явармы,weather/find,alarm/show_alarms,False,0.9932,False,False,False,"{'datetime': 'бүген', 'weather/attribute': 'кар'}",{}
test_62,Минем будильнигымны сүндер.,alarm/cancel_alarm,alarm/snooze_alarm,False,0.9785,False,False,False,{'reference': 'Минем'},"{'datetime': 'минем', 'reference': 'будильнигымны'}"
test_63,Барлык будильникларны бетер,alarm/cancel_alarm,alarm/show_alarms,False,1.0,False,False,False,{'reference': 'Барлык'},{}
test_64,миңа продуктларны сатып алырга искә төшер,reminder/set_reminder,AddToPlaylist,False,0.9871,False,False,False,{'reminder/todo': 'продуктларны сатып алырга'},"{'artist': 'miñ', 'music_item': 'продуктлар', 'playlist': 'сатып алырга', 'reference': 'тише'}"
test_65,Миңа иртәнге сәгать 9-да иртәнге аш өчен будильник кирәк,alarm/set_alarm,alarm/set_alarm,True,0.9639,False,False,False,{'datetime': 'иртәнге сәгать 9-да'},"{'reference': 'будильник', 'datetime': 'миңа иртәнге сәгать 9-да'}"
test_66,уен башланганчы бер сәгать алдан Кольтларны карау турында искә төшерүне куй,reminder/set_reminder,none,False,0.9587,True,False,False,"{'datetime': 'уен башланганчы бер сәгать алдан', 'reminder/todo': 'Кольтларны карау'}",{}
test_67,барлык будильникларны бетер,alarm/cancel_alarm,alarm/show_alarms,False,1.0,False,False,False,{'reference': 'барлык'},{}
test_68,Бу исемлектән минем өченче искә төшерүне бетер.,reminder/cancel_reminder,reminder/set_reminder,False,0.9446,False,False,False,{'reference': 'минем өченче'},"{'datetime': 'минем өченче', 'reminder/todo': 'искә төшерүне бетер'}"
test_69,Будильникны иртәнге 6 куй,alarm/set_alarm,alarm/set_alarm,True,0.9933,False,False,False,{'datetime': 'иртәнге 6'},"{'reference': 'будильникны', 'datetime': '6 куй'}"
test_70,Бу будильникны хәзердән көндезге 2-гә куй,alarm/cancel_alarm,alarm/modify_alarm,False,0.9718,False,False,False,"{'reference': 'Бу', 'datetime': 'көндезге 2-гә'}","{'reference': 'будильникны', 'datetime': 'хәзердән көндезге 2-гә куй'}"
test_71,Кар булырмы?,weather/find,None,False,1.0,False,False,False,{'weather/attribute': 'Кар'},{}
test_72,Миңа аренданы түләргә искә төшер.,reminder/set_reminder,alarm/show_alarms,False,0.9472,False,False,False,{'reminder/todo': 'аренданы түләргә'},{}
test_73,иртәгә нинди иң түбән температура,weather/find,weather/find,True,0.9845,False,False,False,"{'datetime': 'иртәгә', 'weather/attribute': 'иң түбән'}","{'datetime': 'иртәгә', 'weather/attribute': 'температура'}"
test_74,Бүген кояшлы булырмы?,weather/find,weather/find,True,1.0,False,False,False,"{'datetime': 'Бүген', 'weather/attribute': 'кояшлы'}","{'datetime': 'Бүген', 'location': 'куояшлы булырмы'}"
test_75,Бүген минем ничә искә төшерүләрем бар?,reminder/show_reminders,weather/find,False,0.9419,False,False,False,{'datetime': 'Бүген'},"{'datetime': 'Бүген', 'location': 'ничә искә төшерүләрем бар'}"
test_76,Минем иртәгә нинди искә төшерүләрем бар?,reminder/show_reminders,alarm/show_alarms,False,1.0,False,False,False,"{'reference': 'Минем', 'datetime': 'иртәгә'}",{}
test_77,Минем барлык искә төшерүләремне бетер.,reminder/cancel_reminder,alarm/show_alarms,False,0.9865,False,False,False,{'reference': 'Минем барлык'},{}
test_78,будильникны иртәнге 6-га куй,alarm/set_alarm,alarm/set_alarm,True,0.9968,False,False,False,{'datetime': 'иртәнге 6-га'},"{'reference': 'будильникны', 'datetime': '6-га куй'}"
test_79,Будильникны 30 минутка куй,alarm/set_alarm,alarm/modify_alarm,False,0.9787,False,False,False,{'datetime': '30 минутка'},"{'datetime': '30 минутка куй', 'reference': 'будильник'}"
test_80,Будильникны бер сәгать алга куй.,alarm/set_alarm,alarm/set_alarm,True,1.0,False,False,False,{'datetime': 'бер сәгать алга'},"{'datetime': 'бер сәгать', 'reference': 'будильник'}"
test_81,барлык будильникларны бетер,alarm/cancel_alarm,alarm/show_alarms,False,1.0,False,False,False,{'reference': 'барлык'},{}
test_82,Лос-Анджелеста һава торышы,weather/find,weather/find,True,0.9637,False,False,False,{'location': 'Лос - Анджелеста'},"{'location': 'Лос-Анджелеста', 'datetime': 'тороышы'}"
test_83,бөтен будильникларны бетер,alarm/cancel_alarm,alarm/show_alarms,False,1.0,False,False,False,{'reference': 'бөтен'},{}
test_84,Бүген минем ничә искә төшерүләрем бар?,reminder/show_reminders,weather/find,False,0.9738,False,False,False,{'datetime': 'Бүген'},"{'datetime': 'Бүген', 'location': 'ничә'}"
test_85,Миңа иртәгә кибеттә кәгазь сөлгеләр сатып алырга искә төшер,reminder/set_reminder,reminder/set_reminder,True,0.9888,False,False,False,"{'datetime': 'иртәгә', 'reminder/todo': 'кибеттә кәгазь сөлгеләр сатып алырга'}","{'datetime': 'миңа', 'reminder/todo': 'кибеттә кәгазь сөлгеләр сатып алырга'}"
test_86,Миңа минем барлык искә төшерүләремне күрсәт,reminder/show_reminders,reminder/show_reminders,True,0.9973,False,False,False,{'reference': 'минем барлык'},"{'datetime': 'миңа', 'reference': 'искә төшерүләремне'}"
test_87,Будильникны иртәнге 6 куй,alarm/set_alarm,alarm/set_alarm,True,0.9798,False,False,False,{'datetime': 'иртәнге 6'},"{'reference': 'будильникны', 'datetime': '6 куй', 'negation': 'иртәнге'}"
test_88,иртәгә кар булырмы,weather/find,alarm/show_alarms,False,0.9618,False,False,False,"{'datetime': 'иртәгә', 'weather/attribute': 'кар'}",{}
test_89,иртәгә минем иртәнге будильникны бетер,alarm/cancel_alarm,alarm/set_alarm,False,0.9515,False,False,False,"{'datetime': 'иртәнге', 'reference': 'минем'}","{'reference': 'минем', 'recurring_datetime': 'иртәнге'}"
test_90,Дүшәмбе көнне төшке ашка будильникны куй.,alarm/set_alarm,alarm/set_alarm,True,0.9955,False,False,False,{'recurring_datetime': 'Дүшәмбе көнне төшке ашка'},"{'datetime': 'дүшәмбе көнне', 'reference': 'будильник'}"
test_91,Бүген никадәр эссе булачак?,weather/find,SearchCreativeWork,False,0.9862,False,False,False,"{'datetime': 'Бүген', 'weather/attribute': 'эссе'}","{'datetime': 'bügen', 'object_name': 'никадәр', 'object_type': 'эссе'}"
test_92,иртәнге будильникларны куерга миңа искә төшер,reminder/set_reminder,alarm/modify_alarm,False,0.9633,False,False,False,"{'datetime': 'иртәнге', 'reminder/todo': 'будильникларны куерга'}","{'reference': 'будильникларны', 'datetime': 'irtәнге'}"
test_93,бөтен будильникларны бетер,alarm/cancel_alarm,alarm/show_alarms,False,1.0,False,False,False,{'reference': 'бөтен'},{}
test_94,Минем будильникларымны күрсәт,alarm/show_alarms,alarm/show_alarms,True,0.9951,False,False,False,{'reference': 'Минем'},"{'datetime': 'минем', 'reference': 'будильникларым'}"
test_95,будильникны сүндер,alarm/cancel_alarm,alarm/snooze_alarm,False,0.9956,False,False,False,{},"{'datetime': 'сүндер', 'reference': 'будильник'}"
test_96,Бүген температура нинди?,weather/find,weather/find,True,1.0,False,False,False,"{'datetime': 'Бүген', 'weather/attribute': 'температура'}","{'datetime': 'Бүген', 'location': 'нинди?'}"
test_97,будильникны сүндер,alarm/cancel_alarm,alarm/snooze_alarm,False,0.9956,False,False,False,{},"{'datetime': 'сүндер', 'reference': 'будильник'}"
test_98,Барлык будильникларны күрсәт,alarm/show_alarms,alarm/show_alarms,True,1.0,False,False,False,{'reference': 'Барлык'},{}
test_99,Будильникны 30 минут саен куй,alarm/set_alarm,alarm/modify_alarm,False,0.9784,False,False,False,{'recurring_datetime': '30 минут саен'},"{'datetime': '30 саен', 'reference': 'будильник'}"
test_100,Бүген нинди температура булачак?,weather/find,weather/find,True,1.0,False,False,False,"{'datetime': 'Бүген', 'weather/attribute': 'температура'}","{'datetime': 'Бүген', 'location': 'нинди температура'}"
test_101,Бүген кызу булырмы?,weather/find,none,False,0.931,True,False,False,"{'datetime': 'Бүген', 'weather/attribute': 'кызу'}",{}
test_102,Иртәгә яңгыр булырмы?,weather/find,alarm/show_alarms,False,0.9907,False,False,False,"{'datetime': 'Иртәгә', 'weather/attribute': 'яңгыр'}",{}
test_103,Киләсе будильникны бетер,alarm/cancel_alarm,alarm/show_alarms,False,0.9913,False,False,False,{'reference': 'Киләсе'},{}
test_104,Бүген кибеткә барырга искә төшер,reminder/set_reminder,alarm/set_alarm,False,0.9568,False,False,False,"{'datetime': 'Бүген', 'reminder/todo': 'кибеткә барырга'}","{'datetime': 'Бүген', 'reference': 'барырга'}"
test_105,киләсе атнада минем искә төшерүләрне бетер,reminder/cancel_reminder,weather/find,False,0.9722,False,False,False,"{'datetime': 'киләсе атнада', 'reference': 'минем'}","{'location': 'киләсе атнада', 'datetime': 'минем'}"
test_106,миңа сишәмбе көнне көндезге сәгать 3-тә этне грумерга алып барырга исемә төшер,reminder/set_reminder,reminder/set_reminder,True,0.978,False,False,False,"{'datetime': 'сишәмбе көнне көндезге сәгать 3-тә', 'reminder/todo': 'этне грумерга алып барырга'}","{'datetime': 'миңа сишәмбе көнне', 'recurring_datetime': '3-тә этне грумерга', 'reminder/todo': 'алып барырга исемә төшер'}"
test_107,28-енче көнне Дженга годовщинага чәчәкләр сатып алырга исемә төшер.,reminder/set_reminder,reminder/set_reminder,True,0.9967,False,False,False,"{'datetime': '28-енче көнне', 'reminder/todo': 'Дженга годовщинага чәчәкләр сатып алырга'}","{'datetime': '28-енче көнне', 'recurring_datetime': 'Дженга годовщинага', 'reminder/todo': 'чәчәкләр сатып алырга исемә төшер'}"
test_108,Бүген һава торышы нинди?,weather/find,weather/find,True,1.0,False,False,False,{'datetime': 'Бүген'},"{'datetime': 'Бүген', 'location': 'нинди?'}"
test_109,Иртәгә табибка язылырга миңа искә төшер.,reminder/set_reminder,reminder/set_reminder,True,1.0,False,False,False,"{'datetime': 'Иртәгә', 'reminder/todo': 'табибка язылырга'}","{'datetime': 'миңа', 'recurring_datetime': 'төшер'}"
test_110,бөтен будильникларны сүндер,alarm/cancel_alarm,alarm/snooze_alarm,False,1.0,False,False,False,{'reference': 'бөтен'},"{'datetime': 'бөтен будильникларны', 'reference': 'сүндер'}"
test_111,Мин үзем белән дождевикны алыйммы?,weather/find,weather/find,True,0.9856,False,False,False,{'weather/attribute': 'дождевикны'},"{'location': 'үzem белән', 'datetime': 'алыйммы'}"
test_112,Начар һава торышы фаразы нинди?,weather/find,weather/find,True,0.9774,False,False,False,{'weather/attribute': 'Начар'},{'condition_description': 'Начар һава торышы'}
test_113,киләсе атнада табибка язуым турында искә төшер,reminder/set_reminder,reminder/set_reminder,True,0.9794,False,False,False,"{'datetime': 'киләсе атнада', 'reminder/todo': 'табибка язуым турында'}","{'datetime': 'киләсе атнада', 'reminder/todo': 'табибка язуым турында искә төшер'}"
test_114,иртәнге 8 кибеткә бару турында искә төшер,reminder/set_reminder,alarm/set_alarm,False,0.988,False,False,False,"{'datetime': 'иртәнге 8', 'reminder/todo': 'кибеткә бару'}","{'reference': 'турында искә төшер', 'datetime': 'иртәнге 8 кибеткә'}"
test_115,Химчисткага барырга искә төшерү яса.,reminder/set_reminder,reminder/set_reminder,True,0.986,False,False,False,{'reminder/todo': 'Химчисткага барырга'},"{'datetime': 'барырга', 'reminder/todo': 'яса'}"
test_116,кайчан салкынрак булачак,weather/find,weather/find,True,0.973,False,False,False,{'weather/attribute': 'салкынрак'},"{'location': 'салкынрак', 'datetime': 'кунда', 'weather/attribute': 'температура', 'weather/temperatureUnit': 'градус'}"
test_117,бу атнада яңгыр булырмы,weather/find,alarm/show_alarms,False,0.9588,False,False,False,"{'datetime': 'бу атнада', 'weather/attribute': 'яңгыр'}",{}
test_118,барлык будильникларны бетер,alarm/cancel_alarm,alarm/show_alarms,False,1.0,False,False,False,{'reference': 'барлык'},{}
test_119,будильникларны бетер,alarm/cancel_alarm,alarm/show_alarms,False,1.0,False,False,False,{},{}
test_120,минем будильникларымны күрсәт,alarm/show_alarms,alarm/show_alarms,True,0.9753,False,False,False,{'reference': 'минем'},"{'datetime': 'минем', 'reference': 'будильникларым'}"
test_121,Минем будильнигым кайсы вакытка куйган?,alarm/show_alarms,alarm/show_alarms,True,1.0,False,False,False,{},{'datetime': 'минем'}
test_122,Шимбә көнне яңгыр булырмы?,weather/find,alarm/show_alarms,False,1.0,False,False,False,"{'datetime': 'Шимбә', 'weather/attribute': 'яңгыр'}",{}
test_123,бүген никадәр эссе булачак,weather/find,SearchCreativeWork,False,0.9881,False,False,False,"{'datetime': 'бүген', 'weather/attribute': 'эссе'}","{'datetime': 'bügen', 'object_name': 'никадәр', 'object_type': 'эссе'}"
test_124,Барлык будильникларны бетер,alarm/cancel_alarm,alarm/show_alarms,False,1.0,False,False,False,{'reference': 'Барлык'},{}
test_125,Бу ял көннәрендә Тахода һава торышы?,weather/find,weather/find,True,0.9965,False,False,False,"{'datetime': 'Бу ял көннәрендә', 'location': 'Тахода'}","{'datetime': 'бу ял көннәрендә', 'location': 'Тахода һава торышы'}"
test_126,Миңа бүген пальто кирәкме?,weather/find,none,False,0.9557,True,False,False,"{'datetime': 'бүген', 'weather/attribute': 'пальто'}",{}
test_127,Яңгыр кайчан туктар?,weather/find,None,False,0.9235,False,False,False,{'weather/attribute': 'Яңгыр'},{}
test_128,Дүшәмбе көнне 16:00 сәгатьтә минем мәктәпкә шалтыратырга хәтерләтү куй,reminder/set_reminder,reminder/set_reminder,True,0.9823,False,False,False,"{'datetime': 'Дүшәмбе көнне 16:00 сәгатьтә', 'reminder/todo': 'минем мәктәпкә шалтыратырга'}","{'datetime': 'дүшәмбе көнне 16:00 сәгатьтә', 'reminder/todo': 'минем мәктәпкә шалтыратырга хәтерләтү куй'}"
test_129,Минем будильнигымны сүндер.,alarm/cancel_alarm,alarm/snooze_alarm,False,0.9799,False,False,False,{'reference': 'Минем'},"{'datetime': '', 'reference': 'будильнигымны'}"
test_130,Бүген кич никадәр салкын булыр?,weather/find,weather/find,True,1.0,False,False,False,"{'datetime': 'Бүген кич', 'weather/attribute': 'салкын'}","{'datetime': 'bügen', 'location': 'кич никадәр салкын'}"
test_131,Будильникны иртәнге җидегә куй.,alarm/set_alarm,alarm/set_alarm,True,0.9977,False,False,False,{'datetime': 'иртәнге җидегә'},"{'reference': 'будильникны', 'recurring_datetime': 'иртәнге җидегә', 'datetime': 'куй'}"
test_132,Минем Робны алу турында хәтерләтүемне бетер,reminder/cancel_reminder,PlayMusic,False,0.9924,False,False,False,"{'reference': 'Минем', 'reminder/todo': 'Робны алу'}","{'sort': 'алу турында', 'music_item': 'Робны', 'service': 'минем'}"
test_133,Иртәгә сөт сатып алу турында хәтерләтү яса.,reminder/set_reminder,reminder/set_reminder,True,0.9787,False,False,False,"{'datetime': 'Иртәгә', 'reminder/todo': 'сөт сатып алу'}","{'datetime': 'иртәгә сөт', 'reminder/todo': 'сатып алу турында хәтерләтү'}"
test_134,Будильникны иртәнге 6 куй,alarm/set_alarm,alarm/set_alarm,True,0.9933,False,False,False,{'datetime': 'иртәнге 6'},"{'reference': 'будильникны', 'datetime': '6 куй'}"
test_135,"көндәлек будильникны, аны бетергәнче, кичке җиде сәгать утыз минутка планлаштыр",alarm/set_alarm,reminder/set_reminder,False,0.9805,False,False,False,{'recurring_datetime': 'кичке җиде сәгать утыз минутка'},"{'datetime': 'көндәлек', 'recurring_datetime': 'бетергәнче', 'reminder/todo': 'сәгать утыз минутка планлаштыр'}"
