id,text,true_intent,pred_intent,intent_correct,confidence,weak_by_conf,weak_intent_real,weak_slot_real,true_slots,pred_slots
test_93,бөтен будильникларны бетер,alarm/cancel_alarm,alarm/show_alarms,False,0.9553,False,False,False,{'reference': 'бөтен'},{'datetime': 'бөтен'}
test_94,Минем будильникларымны күрсәт,alarm/show_alarms,alarm/show_alarms,True,0.9847,False,False,False,{'reference': 'Минем'},{}
test_95,будильникны сүндер,alarm/cancel_alarm,alarm/cancel_alarm,True,0.9712,False,False,False,{},{'reference': 'барлык'}
test_96,Бүген температура нинди?,weather/find,weather/find,True,0.9281,False,False,False,"{'datetime': 'Бүген', 'weather/attribute': 'температура'}","{'datetime': 'бүген', 'location': 'не указано'}"
test_97,будильникны сүндер,alarm/cancel_alarm,alarm/cancel_alarm,True,0.9712,False,False,False,{},{'reference': 'барлык'}
test_98,Барлык будильникларны күрсәт,alarm/show_alarms,alarm/show_alarms,True,0.9821,False,False,False,{'reference': 'Барлык'},{}
test_99,Будильникны 30 минут саен куй,alarm/set_alarm,alarm/modify_alarm,False,0.9379,False,False,False,{'recurring_datetime': '30 минут саен'},{'datetime': '30 минут саен'}
test_100,Бүген нинди температура булачак?,weather/find,weather/find,True,0.9389,False,False,False,"{'datetime': 'Бүген', 'weather/attribute': 'температура'}","{'datetime': 'бүген', 'location': 'не указано'}"
test_101,Бүген кызу булырмы?,weather/find,none,False,0.833,True,False,False,"{'datetime': 'Бүген', 'weather/attribute': 'кызу'}",{}
test_102,Иртәгә яңгыр булырмы?,weather/find,alarm/set_alarm,False,0.9639,False,False,False,"{'datetime': 'Иртәгә', 'weather/attribute': 'яңгыр'}",{'datetime': 'иртәгә яңгыр'}
test_103,Киләсе будильникны бетер,alarm/cancel_alarm,alarm/show_alarms,False,0.9439,False,False,False,{'reference': 'Киләсе'},{'datetime': 'бетер'}
test_104,Бүген кибеткә барырга искә төшер,reminder/set_reminder,reminder/set_reminder,True,0.8922,False,False,False,"{'datetime': 'Бүген', 'reminder/todo': 'кибеткә барырга'}","{'datetime': 'bügen', 'reminder/todo': 'биргән кибеткә барырга'}"
test_105,киләсе атнада минем искә төшерүләрне бетер,reminder/cancel_reminder,reminder/set_reminder,False,0.9804,False,False,False,"{'datetime': 'киләсе атнада', 'reference': 'минем'}","{'datetime': 'киләсе атнада', 'reminder/todo': 'минем искә төшерүләрне бетер'}"
test_106,миңа сишәмбе көнне көндезге сәгать 3-тә этне грумерга алып барырга исемә төшер,reminder/set_reminder,reminder/set_reminder,True,0.9726,False,False,False,"{'datetime': 'сишәмбе көнне көндезге сәгать 3-тә', 'reminder/todo': 'этне грумерга алып барырга'}","{'datetime': 'миңа сишәмбе көнне көндезге', 'reminder/todo': 'сәгать 3-тә этне грумерга алып барырга исемә төшер'}"
test_107,28-енче көнне Дженга годовщинага чәчәкләр сатып алырга исемә төшер.,reminder/set_reminder,reminder/set_reminder,True,0.966,False,False,False,"{'datetime': '28-енче көнне', 'reminder/todo': 'Дженга годовщинага чәчәкләр сатып алырга'}","{'datetime': '28-енче көнне', 'reminder/todo': 'Дженга годовщинага чәчәкләр сатып алырга'}"
test_108,Бүген һава торышы нинди?,weather/find,weather/find,True,0.9374,False,False,False,{'datetime': 'Бүген'},"{'datetime': 'бүген', 'location': 'не указано'}"
test_109,Иртәгә табибка язылырга миңа искә төшер.,reminder/set_reminder,reminder/set_reminder,True,0.9728,False,False,False,"{'datetime': 'Иртәгә', 'reminder/todo': 'табибка язылырга'}","{'datetime': 'Иртәгә табибка', 'reminder/todo': 'миңа искә төшер'}"
test_110,бөтен будильникларны сүндер,alarm/cancel_alarm,alarm/cancel_alarm,True,0.9934,False,False,False,{'reference': 'бөтен'},{'reference': 'бөтен'}
test_111,Мин үзем белән дождевикны алыйммы?,weather/find,weather/find,True,0.9176,False,False,False,{'weather/attribute': 'дождевикны'},{'location': 'Мин үзем белән'}
test_112,Начар һава торышы фаразы нинди?,weather/find,weather/find,True,0.9131,False,False,False,{'weather/attribute': 'Начар'},"{'datetime': 'начар', 'location': 'фаразы нинди'}"
test_113,киләсе атнада табибка язуым турында искә төшер,reminder/set_reminder,reminder/set_reminder,True,0.947,False,False,False,"{'datetime': 'киләсе атнада', 'reminder/todo': 'табибка язуым турында'}","{'datetime': 'киләсе атнада', 'reminder/todo': 'ясуым турында искә төшер'}"
test_114,иртәнге 8 кибеткә бару турында искә төшер,reminder/set_reminder,alarm/set_alarm,False,0.9247,False,False,False,"{'datetime': 'иртәнге 8', 'reminder/todo': 'кибеткә бару'}","{'reference': 'бару турында', 'datetime': 'иртәнге 8 кибеткә'}"
test_115,Химчисткага барырга искә төшерү яса.,reminder/set_reminder,reminder/set_reminder,True,0.9251,False,False,False,{'reminder/todo': 'Химчисткага барырга'},{'reminder/todo': 'яса химчисткага барырга'}
test_116,кайчан салкынрак булачак,weather/find,weather/find,True,0.9689,False,False,False,{'weather/attribute': 'салкынрак'},"{'datetime': 'кайчан', 'location': 'салкынрак', 'weather/attribute': 'температура'}"
test_117,бу атнада яңгыр булырмы,weather/find,weather/find,True,0.9731,False,False,False,"{'datetime': 'бу атнада', 'weather/attribute': 'яңгыр'}","{'location': 'бу атнада', 'datetime': 'яңгыр булырмы'}"
test_118,барлык будильникларны бетер,alarm/cancel_alarm,alarm/show_alarms,False,0.9222,False,False,False,{'reference': 'барлык'},{'datetime': 'бетер'}
test_119,будильникларны бетер,alarm/cancel_alarm,alarm/show_alarms,False,0.9922,False,False,False,{},{}
test_120,минем будильникларымны күрсәт,alarm/show_alarms,alarm/show_alarms,True,0.9821,False,False,False,{'reference': 'минем'},{}
test_121,Минем будильнигым кайсы вакытка куйган?,alarm/show_alarms,alarm/show_alarms,True,0.9763,False,False,False,{},{'datetime': 'минем'}
test_122,Шимбә көнне яңгыр булырмы?,weather/find,weather/find,True,0.9038,False,False,False,"{'datetime': 'Шимбә', 'weather/attribute': 'яңгыр'}","{'datetime': 'Шимбә көнне', 'location': 'бу'}"
test_123,бүген никадәр эссе булачак,weather/find,weather/find,True,0.9017,False,False,False,"{'datetime': 'бүген', 'weather/attribute': 'эссе'}","{'datetime': 'bügen', 'location': 'никадәр'}"
test_124,Барлык будильникларны бетер,alarm/cancel_alarm,alarm/show_alarms,False,0.9576,False,False,False,{'reference': 'Барлык'},{}
test_125,Бу ял көннәрендә Тахода һава торышы?,weather/find,weather/find,True,0.9312,False,False,False,"{'datetime': 'Бу ял көннәрендә', 'location': 'Тахода'}","{'datetime': 'бу ял', 'location': 'Тахода'}"
test_126,Миңа бүген пальто кирәкме?,weather/find,weather/find,True,0.9222,False,False,False,"{'datetime': 'бүген', 'weather/attribute': 'пальто'}","{'datetime': 'миңа бүген', 'location': 'пальто'}"
test_127,Яңгыр кайчан туктар?,weather/find,alarm/show_alarms,False,0.9652,False,False,False,{'weather/attribute': 'Яңгыр'},{}
test_128,Дүшәмбе көнне 16:00 сәгатьтә минем мәктәпкә шалтыратырга хәтерләтү куй,reminder/set_reminder,reminder/set_reminder,True,0.9467,False,False,False,"{'datetime': 'Дүшәмбе көнне 16:00 сәгатьтә', 'reminder/todo': 'минем мәктәпкә шалтыратырга'}","{'datetime': '16:00 сәгатьтә', 'reminder/todo': 'минем мәктәпкә шалтыратырга хәтерләтү'}"
test_129,Минем будильнигымны сүндер.,alarm/cancel_alarm,alarm/cancel_alarm,True,0.9412,False,False,False,{'reference': 'Минем'},{'reference': 'минем будильнигымны'}
test_130,Бүген кич никадәр салкын булыр?,weather/find,weather/find,True,0.9165,False,False,False,"{'datetime': 'Бүген кич', 'weather/attribute': 'салкын'}","{'datetime': 'бүген', 'location': 'кич никадәр салкын'}"
test_131,Будильникны иртәнге җидегә куй.,alarm/set_alarm,alarm/set_alarm,True,0.9454,False,False,False,{'datetime': 'иртәнге җидегә'},"{'reference': 'Будильникны', 'recurring_datetime': 'иртәнге җидегә', 'datetime': 'куй'}"
test_132,Минем Робны алу турында хәтерләтүемне бетер,reminder/cancel_reminder,reminder/set_reminder,False,0.9571,False,False,False,"{'reference': 'Минем', 'reminder/todo': 'Робны алу'}","{'datetime': 'минем', 'reminder/todo': 'Робны алу турында хәтерләтүемне бетер'}"
test_133,Иртәгә сөт сатып алу турында хәтерләтү яса.,reminder/set_reminder,reminder/set_reminder,True,0.9353,False,False,False,"{'datetime': 'Иртәгә', 'reminder/todo': 'сөт сатып алу'}","{'datetime': 'иртәгә сатып алу', 'reminder/todo': 'турында хәтерләтү'}"
test_134,Будильникны иртәнге 6 куй,alarm/set_alarm,alarm/set_alarm,True,0.9444,False,False,False,{'datetime': 'иртәнге 6'},"{'reference': '', 'datetime': '6 куй'}"
test_135,"көндәлек будильникны, аны бетергәнче, кичке җиде сәгать утыз минутка планлаштыр",alarm/set_alarm,alarm/set_alarm,True,0.9281,False,False,False,{'recurring_datetime': 'көндәлек | кичке җиде сәгать утыз минутка'},"{'reference': 'көндәлек будильник', 'datetime': 'бетергәнче', 'recurring_datetime': 'кичке җиде'}"
