id,text,true_intent,pred_intent,intent_correct,confidence,weak_by_conf,weak_intent_real,weak_slot_real,true_slots,pred_slots
test_18,бүген болытлымы,weather/find,weather/find,True,0.9658,False,False,False,"{'datetime': 'бүген', 'weather/attribute': 'болытлымы'}","{'datetime': 'бүген', 'location': 'болытлымы'}"
test_19,Бүген бездә ничә дюйм яңгыры явар?,weather/find,weather/find,True,0.9408,False,False,False,"{'datetime': 'Бүген', 'weather/attribute': 'дюйм яңгыры'}","{'datetime': 'бүген', 'weather/attribute': 'яңгыры явар'}"
test_20,Иртәгә минем апама шалтыратырга искә төшер,reminder/set_reminder,reminder/set_reminder,True,0.9786,False,False,False,"{'datetime': 'Иртәгә', 'reminder/todo': 'минем апама шалтыратырга'}","{'datetime': 'иртәгә', 'reminder/todo': 'минем апама шалтыратырга'}"
test_21,будильникны туктат,alarm/cancel_alarm,alarm/snooze_alarm,False,0.9578,False,False,False,{},"{'datetime': 'бу атнаның дүшәмбесеннән якшәмбесенә кадәр', 'reference': 'барлык'}"
test_22,Бу атнада кызу булырмы?,weather/find,weather/find,True,0.9374,False,False,False,"{'datetime': 'Бу атнада', 'weather/attribute': 'кызу'}","{'location': 'бу атнада', 'datetime': 'кызу булырмы'}"
test_23,Будильникны көндезге 3 куй.,alarm/set_alarm,alarm/set_alarm,True,0.9419,False,False,False,{'datetime': 'көндезге 3'},"{'reference': 'Будильник', 'datetime': 'көндезге 3 куй'}"
test_24,бүген кар явармы,weather/find,weather/find,True,0.9347,False,False,False,"{'datetime': 'бүген', 'weather/attribute': 'кар'}","{'datetime': 'бүген', 'location': 'кар'}"
test_25,бөтен будильникларны бетер,alarm/cancel_alarm,alarm/cancel_alarm,True,0.9446,False,False,False,{'reference': 'бөтен'},{'reference': 'бөтен'}
test_26,Минем хәтерләтүләрне күрсәт,reminder/show_reminders,SearchCreativeWork,False,0.9599,False,False,False,{'reference': 'Минем'},{'object_type': 'хәтерләтүләр'}
test_27,Будильникка кадәр күпме вакыт калды,alarm/time_left_on_alarm,alarm/show_alarms,False,0.9226,False,True,False,{},{'datetime': 'күпме вакыт'}
test_28,Минем нинди искә төшерүләрем бар?,reminder/show_reminders,RateBook,False,0.9342,False,False,False,{'reference': 'Минем'},"{'object_name': 'Минем', 'object_type': 'книга'}"
test_29,Будильникны көн саен иртәнге 8 куй,alarm/set_alarm,alarm/set_alarm,True,0.9494,False,False,False,{'recurring_datetime': 'иртәнге 8'},"{'reference': 'Будильникны', 'datetime': 'көн саен иртәнге 8 куй'}"
test_30,син миңа будильникларны күрсәтә аласыңмы?,alarm/show_alarms,alarm/show_alarms,True,0.9896,False,False,False,{},{'datetime': 'син миңа'}
test_31,Бүген Диснейуорлдта буран булырмы?,weather/find,SearchCreativeWork,False,0.9554,False,False,False,"{'datetime': 'Бүген', 'location': 'Диснейуорлдта', 'weather/attribute': 'буран'}","{'datetime': 'Бүген', 'object_location_type': 'Диснейуорлдта'}"
test_32,бүген кар явырмы,weather/find,PlayMusic,False,0.9178,False,False,False,"{'datetime': 'бүген', 'weather/attribute': 'кар'}","{'datetime': 'бүген', 'music_item': 'кар явырмы'}"
test_33,бөтен будильникларны күрсәт,alarm/show_alarms,alarm/show_alarms,True,0.9769,False,False,False,{'reference': 'бөтен'},{'datetime': 'бөтен'}
test_34,Бүген салкынмы?,weather/find,weather/find,True,0.9362,False,False,False,"{'datetime': 'Бүген', 'weather/attribute': 'салкынмы'}","{'datetime': 'бүген', 'location': 'салкын'}"
test_35,"Зинһар, пәнҗешәмбе иртәсеннән будильникны бетер.",alarm/cancel_alarm,alarm/set_alarm,False,0.922,False,False,False,{'datetime': 'пәнҗешәмбе иртәсеннән'},"{'reference': 'пәнҗешәмбе', 'datetime': 'иртәсеннән'}"
test_36,Бүген яңгыр явырмы?,weather/find,weather/find,True,0.92,False,False,False,"{'datetime': 'Бүген', 'weather/attribute': 'яңгыр'}","{'datetime': 'бүген', 'location': 'яңгыр явырмасы'}"
test_37,канадада кар явамы,weather/find,weather/find,True,0.8882,False,False,False,"{'location': 'канадада', 'weather/attribute': 'кар явамы'}","{'location': 'канадада', 'datetime': 'кар'}"
test_38,Бүген нинди югары температура булачак?,weather/find,weather/find,True,0.9696,False,False,False,"{'datetime': 'Бүген', 'weather/attribute': 'югары температура'}","{'datetime': 'Бүген', 'weather/attribute': 'температура'}"
test_39,"Төнлә шулкадәр кар яуса, сәяхәт куркыныч булырмы?",weather/find,none,False,0.8905,True,False,False,"{'datetime': 'Төнлә', 'weather/attribute': 'кар яуса'}",{}
test_40,бөтен хәтерләтүләрне күрсәт,reminder/show_reminders,weather/find,False,0.9041,False,False,False,{'reference': 'бөтен'},"{'datetime': 'бөтен', 'condition_temperature': 'хәтерләтүләрне'}"
test_41,барлык хәтерләтүләрне бетер,reminder/cancel_reminder,reminder/set_reminder,False,0.9611,False,False,False,{'reference': 'барлык'},"{'datetime': 'барлык', 'reminder/todo': 'хәтерләтүләрне бетер'}"
test_42,миңа иртәгә куртка кирәкме?,weather/find,alarm/set_alarm,False,0.9108,False,False,False,"{'datetime': 'иртәгә', 'weather/attribute': 'куртка'}",{'datetime': 'миña иртәгә куртка'}
test_43,Будильникка кадәр күпме вакыт калды,alarm/time_left_on_alarm,alarm/show_alarms,False,0.9226,False,True,False,{},{'datetime': 'күпме вакыт'}
test_44,Будильникны туктат,alarm/snooze_alarm,alarm/snooze_alarm,True,0.9628,False,True,False,{},"{'datetime': 'бу атнаның дүшәмбесеннән якшәмбесенә кадәр', 'reference': 'барлык'}"
test_45,Миңа барлык будильникларны күрсәт,alarm/show_alarms,alarm/show_alarms,True,0.9788,False,False,False,{'reference': 'барлык'},{'datetime': 'миңа'}
test_46,Йеллоустонда һава торышы нинди?,weather/find,weather/find,True,0.9688,False,False,False,{'location': 'Йеллоустонда'},"{'location': 'Йеллоустонда', 'datetime': 'нинди'}"
test_47,Бүген һава торышы нинди?,weather/find,weather/find,True,0.9568,False,False,False,{'datetime': 'Бүген'},"{'datetime': 'Бүген', 'weather/attribute': 'торышы'}"
test_48,Иртәгә Патрикны мәктәптән алырга минем искә төшерүдән алып бетер.,reminder/cancel_reminder,reminder/set_reminder,False,0.9748,False,False,False,"{'datetime': 'Иртәгә', 'reminder/todo': 'Патрикны мәктәптән алырга', 'reference': 'минем'}","{'datetime': 'иртәгә', 'reminder/todo': 'Патрикны мәктәптән алырга минем искә төшерүдән алып бетер'}"
test_49,Миңа иртәгә шул ук вакытта табибка язылырга искә төшер,reminder/set_reminder,reminder/set_reminder,True,0.955,False,False,False,"{'datetime': 'иртәгә шул ук вакытта', 'reminder/todo': 'табибка язылырга'}","{'datetime': 'миңа', 'reminder/todo': 'язылырга'}"
test_50,Миңа аренданы түләргә искә төшер,reminder/set_reminder,alarm/set_alarm,False,0.8904,False,False,False,{'reminder/todo': 'аренданы түләргә'},"{'reference': 'миңа аренданы', 'datetime': 'түләргә'}"
test_51,яңгыр кайчан бетәчәк?,weather/find,weather/find,True,0.9373,False,False,False,{'weather/attribute': 'яңгыр'},"{'datetime': 'яңгыр кайчан', 'location': 'бетәчәк'}"
test_52,будильникларны бетер,alarm/cancel_alarm,alarm/snooze_alarm,False,0.9458,False,False,False,{},{'datetime': 'бетер'}
test_53,Сишәмбе көнне миңа Стефанига шалтыратырга искә төшер,reminder/set_reminder,reminder/set_reminder,True,0.9879,False,False,False,"{'datetime': 'Сишәмбе көнне', 'reminder/todo': 'Стефанига шалтыратырга'}","{'datetime': 'сишәмбе көнне', 'reminder/todo': 'миңа Стефанига шалтыратырга'}"
test_54,барлык минем уяткыч сәгатьләрне күрсәт,alarm/show_alarms,reminder/show_reminders,False,0.9604,False,False,False,{'reference': 'барлык минем'},{'reference': 'барлык'}
test_55,Бүген никадәр эссе булачак?,weather/find,weather/find,True,0.9566,False,False,False,"{'datetime': 'Бүген', 'weather/attribute': 'эссе'}","{'datetime': 'никадәр', 'location': 'бүген'}"
test_56,будильникны бүген кичке 5 куй,alarm/set_alarm,alarm/set_alarm,True,0.932,False,False,False,{'datetime': 'бүген кичке 5'},"{'reference': 'будильникны', 'datetime': 'бүген кичке 5'}"
test_57,21-енче августта көндез 3-тә табибка барырга искә төшер,reminder/set_reminder,reminder/set_reminder,True,0.9824,False,False,False,"{'datetime': '21-енче августта көндез 3-тә', 'reminder/todo': 'табибка барырга'}","{'datetime': '21-енче августта', 'reminder/todo': 'көндез 3-тә табибка барырга'}"
test_58,көн саен иртәнге сәгать 7-дә дарулар эчәргә турында минем искә төшерүне бетер,reminder/cancel_reminder,reminder/set_reminder,False,0.9633,False,False,False,"{'recurring_datetime': 'көн саен иртәнге сәгать 7-дә', 'reminder/todo': 'дарулар эчәргә'}","{'datetime': 'көн саен', 'reminder/todo': 'минем искә төшерүне бетер'}"
test_59,киләсе фараз яңгырны кайчан күрсәтә,weather/find,PlayMusic,False,0.7947,False,False,False,{'weather/attribute': 'яңгырны'},"{'artist': 'киләсе', 'datetime': 'калган күчектөрсөн'}"
test_60,Иртәгә иртә белән минем будильнигым нинди вакытка куелган?,alarm/show_alarms,alarm/show_alarms,True,0.9587,False,False,False,"{'datetime': 'Иртәгә иртә', 'reference': 'минем'}",{'datetime': 'иртәгә'}
test_61,бүген кар явармы,weather/find,weather/find,True,0.9347,False,False,False,"{'datetime': 'бүген', 'weather/attribute': 'кар'}","{'datetime': 'бүген', 'location': 'кар'}"
test_62,Минем будильнигымны сүндер.,alarm/cancel_alarm,alarm/cancel_alarm,True,0.947,False,False,False,{'reference': 'Минем'},{'reference': 'будильнигым'}
test_63,Барлык будильникларны бетер,alarm/cancel_alarm,alarm/cancel_alarm,True,0.9854,False,False,False,{'reference': 'Барлык'},{'reference': 'барлык'}
test_64,миңа продуктларны сатып алырга искә төшер,reminder/set_reminder,BookRestaurant,False,0.9251,False,False,False,{'reminder/todo': 'продуктларны сатып алырга'},"{'datetime': 'миңа', 'party_size_number': 'продуктлар', 'sort': 'сатып алырга'}"
test_65,Миңа иртәнге сәгать 9-да иртәнге аш өчен будильник кирәк,alarm/set_alarm,alarm/set_alarm,True,0.9016,False,False,False,{'datetime': 'иртәнге сәгать 9-да'},"{'reference': 'миңа', 'datetime': 'бер өчен', 'recurring_datetime': '9-да иртәнге аш'}"
test_66,уен башланганчы бер сәгать алдан Кольтларны карау турында искә төшерүне куй,reminder/set_reminder,alarm/set_alarm,False,0.8791,False,False,False,"{'datetime': 'уен башланганчы бер сәгать алдан', 'reminder/todo': 'Кольтларны карау'}","{'datetime': 'уен башланганчы бер сәгать', 'reference': 'бер сәгать', 'reminder/todo': 'карать алдан Кольтларны искә төшерүне'}"
test_67,барлык будильникларны бетер,alarm/cancel_alarm,alarm/cancel_alarm,True,0.9799,False,False,False,{'reference': 'барлык'},{'reference': 'барлык'}
test_68,Бу исемлектән минем өченче искә төшерүне бетер.,reminder/cancel_reminder,reminder/set_reminder,False,0.9243,False,False,False,{'reference': 'минем өченче'},"{'datetime': 'минем өченче', 'reminder/todo': 'искә төшерүне бетер'}"
test_69,Будильникны иртәнге 6 куй,alarm/set_alarm,alarm/set_alarm,True,0.9382,False,False,False,{'datetime': 'иртәнге 6'},"{'reference': 'Будильникны', 'datetime': 'иртәнге 6 куй'}"
test_70,Бу будильникны хәзердән көндезге 2-гә куй,alarm/cancel_alarm,alarm/set_alarm,False,0.9436,False,False,False,"{'reference': 'Бу', 'datetime': 'хәзердән | көндезге 2-гә'}","{'reference': 'бу будильник', 'datetime': 'көндезге 2-гә куй'}"
test_71,Кар булырмы?,weather/find,weather/find,True,0.8446,False,False,False,{'weather/attribute': 'Кар'},"{'location': 'Кар', 'datetime': 'бу'}"
test_72,Миңа аренданы түләргә искә төшер.,reminder/set_reminder,alarm/set_alarm,False,0.9146,False,False,False,{'reminder/todo': 'аренданы түләргә'},{'datetime': 'миңа'}
test_73,иртәгә нинди иң түбән температура,weather/find,weather/find,True,0.9723,False,False,False,"{'datetime': 'иртәгә', 'weather/attribute': 'иң түбән'}","{'datetime': 'иртәгә', 'weather/attribute': 'температура'}"
test_74,Бүген кояшлы булырмы?,weather/find,weather/find,True,0.9322,False,False,False,"{'datetime': 'Бүген', 'weather/attribute': 'кояшлы'}","{'datetime': 'Бүген', 'location': 'куояшлы булырмы'}"
test_75,Бүген минем ничә искә төшерүләрем бар?,reminder/show_reminders,weather/find,False,0.9409,False,False,False,{'datetime': 'Бүген'},"{'datetime': 'Бүген', 'location': 'ничә'}"
test_76,Минем иртәгә нинди искә төшерүләрем бар?,reminder/show_reminders,alarm/show_alarms,False,0.9377,False,False,False,"{'reference': 'Минем', 'datetime': 'иртәгә'}",{}
test_77,Минем барлык искә төшерүләремне бетер.,reminder/cancel_reminder,reminder/set_reminder,False,0.9284,False,False,False,{'reference': 'Минем барлык'},"{'datetime': 'минем', 'reminder/todo': 'бир бетер'}"
test_78,будильникны иртәнге 6-га куй,alarm/set_alarm,alarm/set_alarm,True,0.9633,False,False,False,{'datetime': 'иртәнге 6-га'},"{'reference': 'будильникны', 'datetime': '6-га куй'}"
test_79,Будильникны 30 минутка куй,alarm/set_alarm,alarm/set_alarm,True,0.9324,False,False,False,{'datetime': '30 минутка'},"{'datetime': '30 минутка', 'reference': 'Будильник'}"
test_80,Будильникны бер сәгать алга куй.,alarm/set_alarm,alarm/set_alarm,True,0.9672,False,False,False,{'datetime': 'бер сәгать алга'},{'datetime': 'бер сәгать'}
test_81,барлык будильникларны бетер,alarm/cancel_alarm,alarm/cancel_alarm,True,0.9799,False,False,False,{'reference': 'барлык'},{'reference': 'барлык'}
test_82,Лос-Анджелеста һава торышы,weather/find,weather/find,True,0.89,False,False,False,{'location': 'Лос - Анджелеста'},"{'location': 'Лос-Анджелеста', 'datetime': 'бу атнда'}"
test_83,бөтен будильникларны бетер,alarm/cancel_alarm,alarm/cancel_alarm,True,0.9446,False,False,False,{'reference': 'бөтен'},{'reference': 'бөтен'}
test_84,Бүген минем ничә искә төшерүләрем бар?,reminder/show_reminders,weather/find,False,0.9409,False,False,False,{'datetime': 'Бүген'},"{'datetime': 'Бүген', 'location': 'ничә'}"
test_85,Миңа иртәгә кибеттә кәгазь сөлгеләр сатып алырга искә төшер,reminder/set_reminder,none,False,0.8467,True,False,False,"{'datetime': 'иртәгә', 'reminder/todo': 'кибеттә кәгазь сөлгеләр сатып алырга'}",{}
test_86,Миңа минем барлык искә төшерүләремне күрсәт,reminder/show_reminders,reminder/show_reminders,True,0.955,False,False,False,{'reference': 'минем барлык'},{'datetime': 'миңа'}
test_87,Будильникны иртәнге 6 куй,alarm/set_alarm,alarm/set_alarm,True,0.9382,False,False,False,{'datetime': 'иртәнге 6'},"{'reference': 'Будильникны', 'datetime': 'иртәнге 6 куй'}"
test_88,иртәгә кар булырмы,weather/find,alarm/set_alarm,False,0.9179,False,False,False,"{'datetime': 'иртәгә', 'weather/attribute': 'кар'}","{'datetime': 'иртәгә', 'reference': 'кар'}"
test_89,иртәгә минем иртәнге будильникны бетер,alarm/cancel_alarm,alarm/set_alarm,False,0.9628,False,False,False,"{'datetime': 'иртәгә | иртәнге', 'reference': 'минем'}","{'reference': 'минем', 'datetime': 'иртәнге'}"
test_90,Дүшәмбе көнне төшке ашка будильникны куй.,alarm/set_alarm,alarm/set_alarm,True,0.9463,False,False,False,{'recurring_datetime': 'Дүшәмбе көнне төшке ашка'},{'datetime': 'дүшәмбе көнне төшке ашка'}
test_91,Бүген никадәр эссе булачак?,weather/find,weather/find,True,0.9566,False,False,False,"{'datetime': 'Бүген', 'weather/attribute': 'эссе'}","{'datetime': 'никадәр', 'location': 'бүген'}"
test_92,иртәнге будильникларны куерга миңа искә төшер,reminder/set_reminder,alarm/set_alarm,False,0.8985,False,False,False,"{'datetime': 'иртәнге', 'reminder/todo': 'будильникларны куерга'}","{'reference': 'биринчи', 'datetime': 'миңа'}"
test_93,бөтен будильникларны бетер,alarm/cancel_alarm,alarm/cancel_alarm,True,0.9446,False,False,False,{'reference': 'бөтен'},{'reference': 'бөтен'}
test_94,Минем будильникларымны күрсәт,alarm/show_alarms,alarm/show_alarms,True,0.9474,False,False,False,{'reference': 'Минем'},{'datetime': 'минем'}
test_95,будильникны сүндер,alarm/cancel_alarm,alarm/cancel_alarm,True,0.9464,False,False,False,{},{'reference': 'будильник'}
test_96,Бүген температура нинди?,weather/find,weather/find,True,0.9678,False,False,False,"{'datetime': 'Бүген', 'weather/attribute': 'температура'}","{'datetime': 'Бүген', 'weather/attribute': 'температура'}"
test_97,будильникны сүндер,alarm/cancel_alarm,alarm/cancel_alarm,True,0.9464,False,False,False,{},{'reference': 'будильник'}
test_98,Барлык будильникларны күрсәт,alarm/show_alarms,alarm/show_alarms,True,0.9813,False,False,False,{'reference': 'Барлык'},{}
test_99,Будильникны 30 минут саен куй,alarm/set_alarm,alarm/set_alarm,True,0.9449,False,False,False,{'recurring_datetime': '30 минут саен'},"{'datetime': 'саен', 'recurring_datetime': '30 минут'}"
test_100,Бүген нинди температура булачак?,weather/find,weather/find,True,0.9647,False,False,False,"{'datetime': 'Бүген', 'weather/attribute': 'температура'}","{'datetime': 'Бүген', 'weather/attribute': 'температура'}"
test_101,Бүген кызу булырмы?,weather/find,weather/find,True,0.9038,False,False,False,"{'datetime': 'Бүген', 'weather/attribute': 'кызу'}","{'datetime': 'bügen', 'location': 'кизу'}"
test_102,Иртәгә яңгыр булырмы?,weather/find,alarm/set_alarm,False,0.9689,False,False,False,"{'datetime': 'Иртәгә', 'weather/attribute': 'яңгыр'}",{'datetime': 'иртәгә яңгыр'}
test_103,Киләсе будильникны бетер,alarm/cancel_alarm,alarm/set_alarm,False,0.9044,False,False,False,{'reference': 'Киләсе'},{'datetime': 'бетер'}
test_104,Бүген кибеткә барырга искә төшер,reminder/set_reminder,alarm/set_alarm,False,0.8784,False,False,False,"{'datetime': 'Бүген', 'reminder/todo': 'кибеткә барырга'}","{'datetime': 'bügen', 'reminder/todo': 'барырга'}"
test_105,киләсе атнада минем искә төшерүләрне бетер,reminder/cancel_reminder,PlayMusic,False,0.9459,False,False,False,"{'datetime': 'киләсе атнада', 'reference': 'минем'}","{'datetime': 'киләсе атнада', 'music_item': 'минем искә төшерүләрне'}"
test_106,миңа сишәмбе көнне көндезге сәгать 3-тә этне грумерга алып барырга исемә төшер,reminder/set_reminder,reminder/set_reminder,True,0.9583,False,False,False,"{'datetime': 'сишәмбе көнне көндезге сәгать 3-тә', 'reminder/todo': 'этне грумерга алып барырга'}","{'datetime': 'миңа сишәмбе көнне көндезге', 'reminder/todo': 'сәгать 3-тә этне грумерга алып барырга исемә'}"
test_107,28-енче көнне Дженга годовщинага чәчәкләр сатып алырга исемә төшер.,reminder/set_reminder,reminder/set_reminder,True,0.9783,False,False,False,"{'datetime': '28-енче көнне', 'reminder/todo': 'Дженга годовщинага чәчәкләр сатып алырга'}","{'datetime': '28-енче көнне', 'reminder/todo': 'Дженга годовщинага чәчәкләр сатып алырга'}"
test_108,Бүген һава торышы нинди?,weather/find,weather/find,True,0.9568,False,False,False,{'datetime': 'Бүген'},"{'datetime': 'Бүген', 'weather/attribute': 'торышы'}"
test_109,Иртәгә табибка язылырга миңа искә төшер.,reminder/set_reminder,reminder/set_reminder,True,0.8524,False,False,False,"{'datetime': 'Иртәгә', 'reminder/todo': 'табибка язылырга'}","{'datetime': 'миңа', 'reminder/todo': 'тикере бу табибка'}"
test_110,бөтен будильникларны сүндер,alarm/cancel_alarm,alarm/cancel_alarm,True,0.9738,False,False,False,{'reference': 'бөтен'},{'reference': 'бөтен'}
test_111,Мин үзем белән дождевикны алыйммы?,weather/find,weather/find,True,0.8922,False,False,False,{'weather/attribute': 'дождевикны'},{'location': 'үzem белән'}
test_112,Начар һава торышы фаразы нинди?,weather/find,weather/find,True,0.9563,False,False,False,{'weather/attribute': 'Начар'},{'condition_description': 'начар һава торышы'}
test_113,киләсе атнада табибка язуым турында искә төшер,reminder/set_reminder,reminder/set_reminder,True,0.9579,False,False,False,"{'datetime': 'киләсе атнада', 'reminder/todo': 'табибка язуым турында'}","{'datetime': 'киләсе атнада', 'reminder/todo': 'язуым турында искә төшер'}"
test_114,иртәнге 8 кибеткә бару турында искә төшер,reminder/set_reminder,alarm/set_alarm,False,0.9518,False,False,False,"{'datetime': 'иртәнге 8', 'reminder/todo': 'кибеткә бару'}","{'reference': 'иртәнге', 'datetime': '8 кибеткә'}"
test_115,Химчисткага барырга искә төшерү яса.,reminder/set_reminder,reminder/set_reminder,True,0.924,False,False,False,{'reminder/todo': 'Химчисткага барырга'},"{'datetime': 'химчисткага барырга', 'reminder/todo': 'iska'}"
test_116,кайчан салкынрак булачак,weather/find,weather/find,True,0.9318,False,False,False,{'weather/attribute': 'салкынрак'},"{'datetime': 'салкынрак', 'location': 'кайчан'}"
test_117,бу атнада яңгыр булырмы,weather/find,weather/find,True,0.9712,False,False,False,"{'datetime': 'бу атнада', 'weather/attribute': 'яңгыр'}","{'location': 'бу атнада', 'datetime': 'яңгыр булырмы'}"
test_118,барлык будильникларны бетер,alarm/cancel_alarm,alarm/cancel_alarm,True,0.9799,False,False,False,{'reference': 'барлык'},{'reference': 'барлык'}
test_119,будильникларны бетер,alarm/cancel_alarm,alarm/snooze_alarm,False,0.9458,False,False,False,{},{'datetime': 'бетер'}
test_120,минем будильникларымны күрсәт,alarm/show_alarms,alarm/show_alarms,True,0.9846,False,False,False,{'reference': 'минем'},{'datetime': 'минем'}
test_121,Минем будильнигым кайсы вакытка куйган?,alarm/show_alarms,alarm/show_alarms,True,0.9696,False,False,False,{},{'datetime': 'кайсы вакытка'}
test_122,Шимбә көнне яңгыр булырмы?,weather/find,weather/find,True,0.9376,False,False,False,"{'datetime': 'Шимбә', 'weather/attribute': 'яңгыр'}","{'datetime': 'Шимбә көнне', 'location': 'яңгыр булырмы'}"
test_123,бүген никадәр эссе булачак,weather/find,weather/find,True,0.9369,False,False,False,"{'datetime': 'бүген', 'weather/attribute': 'эссе'}","{'datetime': 'bügen', 'location': 'никадәр'}"
test_124,Барлык будильникларны бетер,alarm/cancel_alarm,alarm/cancel_alarm,True,0.9854,False,False,False,{'reference': 'Барлык'},{'reference': 'барлык'}
test_125,Бу ял көннәрендә Тахода һава торышы?,weather/find,weather/find,True,0.9708,False,False,False,"{'datetime': 'Бу ял көннәрендә', 'location': 'Тахода'}","{'datetime': 'бу ял көннәрендә', 'location': 'Тахода'}"
test_126,Миңа бүген пальто кирәкме?,weather/find,weather/find,True,0.9624,False,False,False,"{'datetime': 'бүген', 'weather/attribute': 'пальто'}","{'datetime': 'миңа', 'location': 'бүген'}"
test_127,Яңгыр кайчан туктар?,weather/find,alarm/show_alarms,False,0.9307,False,False,False,{'weather/attribute': 'Яңгыр'},{}
test_128,Дүшәмбе көнне 16:00 сәгатьтә минем мәктәпкә шалтыратырга хәтерләтү куй,reminder/set_reminder,reminder/set_reminder,True,0.9721,False,False,False,"{'datetime': 'Дүшәмбе көнне 16:00 сәгатьтә', 'reminder/todo': 'минем мәктәпкә шалтыратырга'}","{'datetime': 'дүшәмбе көнне 16:00 сәгатьтә', 'reminder/todo': 'минем мәктәпкә шалтыратырга хәтерләтү куй'}"
test_129,Минем будильнигымны сүндер.,alarm/cancel_alarm,alarm/cancel_alarm,True,0.947,False,False,False,{'reference': 'Минем'},{'reference': 'будильнигым'}
test_130,Бүген кич никадәр салкын булыр?,weather/find,weather/find,True,0.9446,False,False,False,"{'datetime': 'Бүген кич', 'weather/attribute': 'салкын'}","{'datetime': 'bügen', 'location': 'кич никадәр салкын'}"
test_131,Будильникны иртәнге җидегә куй.,alarm/set_alarm,alarm/set_alarm,True,0.8889,False,False,False,{'datetime': 'иртәнге җидегә'},"{'reference': 'Будильник', 'datetime': '县委'}"
test_132,Минем Робны алу турында хәтерләтүемне бетер,reminder/cancel_reminder,AddToPlaylist,False,0.9522,False,False,False,"{'reference': 'Минем', 'reminder/todo': 'Робны алу'}","{'artist': 'Минем', 'entity_name': 'Робны алу', 'music_item': 'турында хәтерләтүемне', 'playlist': 'бетер'}"
